ocnt_batch,enzyme,mean,std,size,cv
OCNT-0455112-AA-001,CYP3A4,236117.625,6812.4726589665415,4,0.02885202940257654
OCNT-0455116-AA-001,CYP2J2,28765.875,4060.642075152648,4,0.14116177850152822
OCNT-0455116-AA-001,CYP3A4,40901.25,5877.167819905549,4,0.1436916431626307
OCNT-0455118-AA-001,CYP2J2,119407.375,8352.160861866825,4,0.06994677558121368
OCNT-0455118-AA-001,CYP3A4,131560.5,14766.524726556347,4,0.11224132415547483
OCNT-0455120-AA-001,CYP2J2,42420.125,4595.474628642835,4,0.10833241600874197
OCNT-0455120-AA-001,CYP3A4,78607.5,6632.929807659158,4,0.0843803683829044
OCNT-0455122-AA-001,CYP2J2,25502.625,1802.838797332326,4,0.0706922835328648
OCNT-0455122-AA-001,CYP3A4,49252.875,2451.848703019826,4,0.049780824023365665
OCNT-0455126-AA-001,CYP2J2,12368.875,1176.2532589398709,4,0.09509783702558809
OCNT-0455126-AA-001,CYP3A4,20406.25,252.26721943209296,4,0.012362252713364432
OCNT-0455834-AA-001,CYP2J2,130000.625,8632.665148289956,4,0.06640479727147432
